Title,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,totalSeasons
Garam Masala,"Akshay Kumar, John Abraham, Paresh Rawal, Rimi Sen",1 win & 2 nominations.,N/A,India,28 Mar 2006,Priyadarshan,"Comedy, Romance",Hindi,N/A,A rib tickling tale of two flirts who constantly flirts with women despite one of them having engaged. Chaos ensues when the fiancee finds that her to-be bride is cheating on her.,https://images-na.ssl-images-amazon.com/images/M/MV5BOTc4MDUxMjMwM15BMl5BanBnXkFtZTgwMjE1MDA2MDE@._V1_SX300.jpg,Venus Films,NOT RATED,"{'Source': 'Internet Movie Database', 'Value': '6.8/10'}",03 Nov 2005,True,146 min,movie,N/A,"Priyadarshan (screenplay), Neeraj Vora (dialogue), Priyadarshan (story)",2005,tt0453671,6.8,"10,613",
Chup Chup Ke,"Kareena Kapoor Khan, Shahid Kapoor, Paresh Rawal, Neha Dhupia",N/A,N/A,India,18 Jul 2006,"Priyadarshan, Kookie Vikas Gulati","Comedy, Drama, Romance",Hindi,N/A,"A debt-ridden young man attempts suicide, but is rescued only to find that his luck is finally turning.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3MTMzNjUwOF5BMl5BanBnXkFtZTcwODgxODMzMQ@@._V1_SX300.jpg,UTV Motion Pictures,N/A,"{'Source': 'Internet Movie Database', 'Value': '6.6/10'}",09 Jun 2006,True,164 min,movie,N/A,"Priyadarshan (story and screenplay), Neeraj Vora (dialogue)",2006,tt0464160,6.6,"5,872",
Dulhe Raja,"Govinda, Raveena Tandon, Kader Khan, Prem Chopra",1 win.,N/A,India,19 Feb 2007,Harmesh Malhotra,Comedy,Hindi,N/A,"Poor Raja opens a fast food restaurant right opposite a five star hotel run by it's owner Singhania, earning his wrath. The wealthy hotel owner uses all his influence to remove Raja, but in...",https://images-na.ssl-images-amazon.com/images/M/MV5BN2JhMDllMWYtZGZiYy00YjVhLWFiMTYtN2E5M2IzYWM1NDYwXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg,N/A,N/A,"{'Source': 'Internet Movie Database', 'Value': '6.6/10'}",10 Jul 1998,True,143 min,movie,N/A,"Rajeev Kaul (screenplay), Rajeev Kaul (story), Anwar Khan (dialogue), Praful Parekh (screenplay), Praful Parekh (story)",1998,tt0210659,6.6,"1,645",
Mr. & Mrs. Khiladi,"Akshay Kumar, Juhi Chawla, Paresh Rawal, Anil Dhawan",N/A,N/A,India,N/A,David Dhawan,"Comedy, Drama, Romance",Hindi,N/A,"When his astrologer uncle (Satish Kaushik) predicts a favorable future for Raja (Akshay Kumar), he decides to nothing until the prediction comes true. When he meets Shalu (Juhi Chawla) the ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMDMwY2EzYTktOTNhMC00NTU3LTk0MTQtNzdkNmRlNmJiMmQyXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,N/A,N/A,"{'Source': 'Internet Movie Database', 'Value': '6.7/10'}",09 Oct 1997,True,133 min,movie,N/A,"Satyanarayana E.V.V. (story), Rumi Jaffery",1997,tt0162480,6.7,"4,929",
Vaaranam Aayiram,"Suriya, Simran, Ramya, Sameera Reddy",7 wins & 3 nominations.,N/A,India,N/A,Gautham Menon,"Drama, Musical, Romance",Tamil,N/A,"A father and son help each other through growing up, romance, tragedy, and adventure.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTUyMTY1MjAzOV5BMl5BanBnXkFtZTgwOTQ1NzE2NDE@._V1_SX300.jpg,N/A,N/A,"{'Source': 'Internet Movie Database', 'Value': '8.0/10'}",14 Nov 2008,True,169 min,movie,N/A,"Meghana Karthik (subtitles), Gautham Menon",2008,tt1180583,8.0,"5,860",
Vedam,"Anushka Shetty, Manoj Kumar Manchu, Allu Arjun, Manoj Bajpayee",4 wins & 1 nomination.,N/A,India,N/A,Krish Jagarlamudi,"Action, Crime, Drama",Telugu,N/A,A terrorist threat puts five people in jeopardy.,https://images-na.ssl-images-amazon.com/images/M/MV5BYTMyOTAxODQtN2JiZC00ZTIwLTg2ZmYtNmFmMTgyYjhkZGMyXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_SX300.jpg,N/A,N/A,"{'Source': 'Internet Movie Database', 'Value': '8.2/10'}",04 Jun 2010,True,135 min,movie,N/A,Radha Krishna,2010,tt1649431,8.2,"3,674",
Little Witch Academia,"Megumi Han, Fumiko Orikasa, Michiyo Murase, Yôko Hikasa",1 nomination.,N/A,Japan,N/A,Yô Yoshinari,"Animation, Short, Comedy",Japanese,N/A,"Inspired by a magician named Shiny Chariot, the lively Akko Kagari enters the Little Witch Academy with the dream of one day becoming as cool and great as her idol.",https://images-na.ssl-images-amazon.com/images/M/MV5BYWE0ZTllMjgtNzBmNC00MjQ5LWJkZjUtOTE4NTA4MjZkMTdhXkEyXkFqcGdeQXVyMzA3NDI5NTQ@._V1_SX300.jpg,N/A,TV-Y7,"{'Source': 'Internet Movie Database', 'Value': '7.4/10'}",02 Mar 2013,True,26 min,movie,N/A,"Yô Yoshinari (creator), Masahiko Ôtsuka",2013,tt2704454,7.4,"1,328",
A Small Act,N/A,4 wins & 4 nominations.,N/A,USA,24 May 2011,Jennifer Arnold,Documentary,"Kikuyu, English, Swahili, Swedish",N/A,"A young Kenyan's life changes drastically when his education is sponsored by a Swedish stranger. Years later, he founds his own scholarship program to replicate the kindness he once received.",https://images-na.ssl-images-amazon.com/images/M/MV5BMzcyMTAyNDYzNV5BMl5BanBnXkFtZTcwODc1MTIwNA@@._V1_SX300.jpg,HBO Documentary Films,N/A,"{'Source': 'Internet Movie Database', 'Value': '7.5/10'}",01 Jan 2010,True,88 min,movie,http://www.asmallact.com/,Jennifer Arnold,2010,tt1262958,7.5,289,
A Small Act,N/A,4 wins & 4 nominations.,N/A,USA,24 May 2011,Jennifer Arnold,Documentary,"Kikuyu, English, Swahili, Swedish",N/A,"A young Kenyan's life changes drastically when his education is sponsored by a Swedish stranger. Years later, he founds his own scholarship program to replicate the kindness he once received.",https://images-na.ssl-images-amazon.com/images/M/MV5BMzcyMTAyNDYzNV5BMl5BanBnXkFtZTcwODc1MTIwNA@@._V1_SX300.jpg,HBO Documentary Films,N/A,"{'Source': 'Rotten Tomatoes', 'Value': '88%'}",01 Jan 2010,True,88 min,movie,http://www.asmallact.com/,Jennifer Arnold,2010,tt1262958,7.5,289,
Cat Shit One,"Satoshi Hino, Hiroshi Tsuchida",1 nomination.,N/A,Japan,N/A,Kazuya Sasahara,"Animation, Short, Action","Japanese, English",N/A,"Botasky and Packy are private contractors, working in the Middle East, with support from a distant helicopter-mobile base. Their jobs are as ""sniper"" and ""spotter"", the spotter is the team ...",https://images-na.ssl-images-amazon.com/images/M/MV5BZTFlMzFlMTMtYTRhMC00ZTk1LWI5ZTAtMWY5MTFjMjYzNzFiXkEyXkFqcGdeQXVyNjU0NTUyNTE@._V1_SX300.jpg,N/A,N/A,"{'Source': 'Internet Movie Database', 'Value': '7.0/10'}",05 Feb 2011,True,22 min,movie,N/A,N/A,2010,tt2368669,7.0,"1,143",
Rabbit and Deer,"Dániel Czupi, Adrienn Mórocz",21 wins & 1 nomination.,N/A,Hungary,N/A,Péter Vácz,"Animation, Short, Adventure",N/A,N/A,The friendship of Rabbit and Deer is put to the test by Deer's new obsession to find the formula for the 3rd dimension...,https://images-na.ssl-images-amazon.com/images/M/MV5BMjM2Nzk2MTQwNV5BMl5BanBnXkFtZTgwMTE3Nzc1MjE@._V1_SX300.jpg,N/A,N/A,"{'Source': 'Internet Movie Database', 'Value': '8.5/10'}",07 Oct 2015,True,17 min,movie,N/A,Péter Vácz (story),2013,tt2664910,8.5,"1,009",
"Arab Cortege, Geneva",N/A,N/A,N/A,France,N/A,N/A,"Documentary, Short",N/A,N/A,"A stationary camera looks across a busy corner toward a store front marked ""The Divan."" The words ""des fees"" are beneath. A cortege of Arabs, about 20 persons in the party, walk past; the ...",N/A,N/A,NOT RATED,"{'Source': 'Internet Movie Database', 'Value': '4.9/10'}",29 Jun 1898,True,1 min,movie,N/A,N/A,1896,tt0256607,4.9,226,
Krot na more,N/A,1 nomination.,N/A,Russia,N/A,Anna Kadykova,"Animation, Short, Adventure",N/A,N/A,"The mole who went to look for the beach of his dreams, but found a lot of asses and no free space.",N/A,N/A,N/A,"{'Source': 'Internet Movie Database', 'Value': '7.2/10'}",01 Sep 2012,True,5 min,movie,N/A,"Anna Kadykova (story), Anna Kadykova",2012,tt2765306,7.2,6,
Paul Taylor Creative Domain,N/A,N/A,"$8,150",USA,N/A,Kate Geis,"Documentary, Biography",English,N/A,"Paul Taylor is one of the dance world's most elusive and respected choreographers. For over 50 years he has only given glimpses into his creative process, this film is an unprecedented ...",https://images-na.ssl-images-amazon.com/images/M/MV5BNTYyNDg2Njk0N15BMl5BanBnXkFtZTgwMjQzOTE2NjE@._V1_SX300.jpg,N/A,N/A,"{'Source': 'Internet Movie Database', 'Value': '7.7/10'}",11 Sep 2015,True,86 min,movie,N/A,N/A,2014,tt2415728,7.7,20,
Paul Taylor Creative Domain,N/A,N/A,"$8,150",USA,N/A,Kate Geis,"Documentary, Biography",English,N/A,"Paul Taylor is one of the dance world's most elusive and respected choreographers. For over 50 years he has only given glimpses into his creative process, this film is an unprecedented ...",https://images-na.ssl-images-amazon.com/images/M/MV5BNTYyNDg2Njk0N15BMl5BanBnXkFtZTgwMjQzOTE2NjE@._V1_SX300.jpg,N/A,N/A,"{'Source': 'Rotten Tomatoes', 'Value': '60%'}",11 Sep 2015,True,86 min,movie,N/A,N/A,2014,tt2415728,7.7,20,
1001 Grams,"Ane Dahl Torp, Laurent Stocker, Hildegun Riise, Stein Winge",3 wins & 8 nominations.,N/A,"Norway, Germany",05 Oct 2015,Bent Hamer,Drama,"Norwegian, French, English",65,"When Norwegian scientist Marie attends a seminar in Paris on the actual weight of a kilo, it is her own measurement of disappointment, grief and, not least, love, that ends up on the scale.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQxNjEyMzgwMl5BMl5BanBnXkFtZTgwOTY5MjE2MjE@._V1_SX300.jpg,Kino Lorber,NOT RATED,"{'Source': 'Internet Movie Database', 'Value': '6.3/10'}",26 Sep 2014,True,93 min,movie,N/A,Bent Hamer,2014,tt3346824,6.3,"1,134",
1001 Grams,"Ane Dahl Torp, Laurent Stocker, Hildegun Riise, Stein Winge",3 wins & 8 nominations.,N/A,"Norway, Germany",05 Oct 2015,Bent Hamer,Drama,"Norwegian, French, English",65,"When Norwegian scientist Marie attends a seminar in Paris on the actual weight of a kilo, it is her own measurement of disappointment, grief and, not least, love, that ends up on the scale.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQxNjEyMzgwMl5BMl5BanBnXkFtZTgwOTY5MjE2MjE@._V1_SX300.jpg,Kino Lorber,NOT RATED,"{'Source': 'Rotten Tomatoes', 'Value': '81%'}",26 Sep 2014,True,93 min,movie,N/A,Bent Hamer,2014,tt3346824,6.3,"1,134",
1001 Grams,"Ane Dahl Torp, Laurent Stocker, Hildegun Riise, Stein Winge",3 wins & 8 nominations.,N/A,"Norway, Germany",05 Oct 2015,Bent Hamer,Drama,"Norwegian, French, English",65,"When Norwegian scientist Marie attends a seminar in Paris on the actual weight of a kilo, it is her own measurement of disappointment, grief and, not least, love, that ends up on the scale.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQxNjEyMzgwMl5BMl5BanBnXkFtZTgwOTY5MjE2MjE@._V1_SX300.jpg,Kino Lorber,NOT RATED,"{'Source': 'Metacritic', 'Value': '65/100'}",26 Sep 2014,True,93 min,movie,N/A,Bent Hamer,2014,tt3346824,6.3,"1,134",
Factory Girl,"Yasmin Raeis, Hani Adel, Salwa Khattab, Salwa Mohamed Ali",4 wins & 1 nomination.,N/A,"United Arab Emirates, Egypt",N/A,Mohamed Khan,"Drama, Romance",Arabic,N/A,"Hayam is a factory worker who is living in a low middle class area, along with other factory girls. She thought that her feelings for the new supervisor in the factory can grow bigger in ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMjczODI1MTU5NV5BMl5BanBnXkFtZTgwMTI0MzAxNDE@._V1_SX300.jpg,N/A,N/A,"{'Source': 'Internet Movie Database', 'Value': '7.3/10'}",19 Mar 2014,True,90 min,movie,N/A,Wessam Soliman,2013,tt3182596,7.3,757,
Cemetery of Splendor,"Jenjira Pongpas, Banlop Lomnoi, Jarinpattra Rueangram, Petcharat Chaiburi",6 wins & 15 nominations.,N/A,"Thailand, UK, Germany, France, Malaysia, South Korea, Mexico, USA, Norway",N/A,Apichatpong Weerasethakul,"Drama, Fantasy","Thai, English",N/A,A group of soldiers in a small town on the Mekong River in northern Thailand are struck with a bizarre sleeping illness.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE4NzUzNDIzNV5BMl5BanBnXkFtZTgwMjIyMjg3NzE@._V1_SX300.jpg,N/A,UNRATED,"{'Source': 'Internet Movie Database', 'Value': '6.8/10'}",02 Sep 2015,True,122 min,movie,N/A,Apichatpong Weerasethakul,2015,tt2818654,6.8,"3,154",
Crumbs,"Daniel Tadesse, Quino Piñero, Selam Tesfayie, Mengistu Berhanu",3 wins & 10 nominations.,N/A,"Spain, Ethiopia, Finland",N/A,Miguel Llansó,"Adventure, Fantasy, Mystery","Amharic, Afrikaans",N/A,Our figurine sized supermen hero embarks on an epic surreal journey that will take him across the Ethiopian post apocalyptic landscape in search of a way to get on the hovering spacecraft that for years has become a landmark in the skies.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc1MzUyOTc5M15BMl5BanBnXkFtZTgwNDIyNjAyNzE@._V1_SX300.jpg,IndiePix Films,NOT RATED,"{'Source': 'Internet Movie Database', 'Value': '6.0/10'}",01 Nov 2015,True,68 min,movie,N/A,"Miguel Llansó, Daniel Worku (translation)",2015,tt4362764,6.0,349,
Crumbs,"Daniel Tadesse, Quino Piñero, Selam Tesfayie, Mengistu Berhanu",3 wins & 10 nominations.,N/A,"Spain, Ethiopia, Finland",N/A,Miguel Llansó,"Adventure, Fantasy, Mystery","Amharic, Afrikaans",N/A,Our figurine sized supermen hero embarks on an epic surreal journey that will take him across the Ethiopian post apocalyptic landscape in search of a way to get on the hovering spacecraft that for years has become a landmark in the skies.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc1MzUyOTc5M15BMl5BanBnXkFtZTgwNDIyNjAyNzE@._V1_SX300.jpg,IndiePix Films,NOT RATED,"{'Source': 'Rotten Tomatoes', 'Value': '100%'}",01 Nov 2015,True,68 min,movie,N/A,"Miguel Llansó, Daniel Worku (translation)",2015,tt4362764,6.0,349,
Much Loved,"Loubna Abidar, Asmaa Lazrak, Halima Karaouane, Sara Elhamdi Elalaoui",2 wins & 2 nominations.,N/A,"France, Morocco",N/A,Nabil Ayouch,Drama,"Arabic, French",N/A,A group of women in Morocco make a living as prostitutes in a culture that is very unforgiving toward women in that profession.,https://images-na.ssl-images-amazon.com/images/M/MV5BOTRmNGNlNDktMDU0NC00MGE2LWI4YWEtMDgyNjhhOTM1NmIyXkEyXkFqcGdeQXVyMTc0MTEzMzM@._V1_SX300.jpg,N/A,N/A,"{'Source': 'Internet Movie Database', 'Value': '6.2/10'}",16 Sep 2015,True,104 min,movie,N/A,Nabil Ayouch,2015,tt4685750,6.2,"1,359",
Tiger House,"Kaya Scodelario, Dougray Scott, Brandon Auret, Daniel Boyd",N/A,N/A,"UK, South Africa",03 Nov 2015,Thomas Daley,"Action, Crime, Drama",English,N/A,"Kelly sneaks into her boyfriend's house but tonight, she's not the only unwelcome visitor. As the situation spirals out of control, the suburban house becomes a terrifying arena for violence.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzNTkyMzYzMl5BMl5BanBnXkFtZTgwNjYwMTA5MjE@._V1_SX300.jpg,N/A,R,"{'Source': 'Internet Movie Database', 'Value': '5.2/10'}",03 Nov 2015,True,80 min,movie,N/A,Simon Lewis,2015,tt2911674,5.2,"2,975",
The Tyrannical Father,"Vasco Santana, Francisco Ribeiro, Leonor Maia, Barroso Lopes",N/A,N/A,Portugal,N/A,António Lopes Ribeiro,Comedy,Portuguese,N/A,"Francisco, salesman in a shoe store, is totally in love with Tatão, which sells perfume in the same street. But he is an amateur theater actor, as she hates theater and is a fan of cinema. Will this unlikely love endure?",https://images-na.ssl-images-amazon.com/images/M/MV5BNTU0MjExMjctYTBjNC00NTUzLTgzZTYtYjgyM2Y4ZjU1YTgyXkEyXkFqcGdeQXVyMjUyMTE3MTc@._V1_SX300.jpg,N/A,N/A,"{'Source': 'Internet Movie Database', 'Value': '7.9/10'}",19 Sep 1941,True,114 min,movie,N/A,"António Lopes Ribeiro (dialogue), António Lopes Ribeiro (screenplay), Francisco Ribeiro (dialogue), Vasco Santana (dialogue)",1941,tt0033994,7.9,493,
The Courtyard of the Ballads,"Maria das Neves, Vasco Santana, António Silva, Laura Alves",N/A,N/A,Portugal,N/A,Francisco Ribeiro,"Comedy, Musical",Portuguese,N/A,"This classic of Portuguese cinema depicts the friendships and rivalries of the inhabitants of a square in downtown Lisbon, where exists a spirit of familiarity between neighbors.",https://images-na.ssl-images-amazon.com/images/M/MV5BMzI1ZWVkNmEtZjIxYy00YmI0LTg2OWMtMmE4NzMwMTdkZmNlXkEyXkFqcGdeQXVyNTMwNDQzODA@._V1_SX300.jpg,N/A,N/A,"{'Source': 'Internet Movie Database', 'Value': '7.8/10'}",23 Jan 1942,True,121 min,movie,N/A,"António Lopes Ribeiro (screenplay), Francisco Ribeiro (screenplay), Vasco Santana (screenplay), António Lopes Ribeiro (dialogue), Vasco Santana (dialogue), Francisco Ribeiro (dialogue)",1942,tt0035228,7.8,930,
O Costa d'África,"Vasco Santana, Laura Alves, Costinha, Erico Braga",N/A,N/A,Portugal,N/A,João Mendes,Comedy,Portuguese,N/A,"Living in Africa, Mr. Costa decides to drop by Lisbon for a few hours and see how his nephew Amadeu, who he has been financially supporting for years, is doing. Having squandered all of his...",http://ia.media-imdb.com/images/M/MV5BY2U2NTFmZmMtMWU0NC00Y2M1LTgxMjktYmVkYTA2N2JlMzU4XkEyXkFqcGdeQXVyMjUyMTE3MTc@._V1_SX300.jpg,N/A,N/A,"{'Source': 'Internet Movie Database', 'Value': '7.6/10'}",19 Feb 1954,True,90 min,movie,N/A,"Joaquín Dicenta (novel), Antonio Paso (novel), Francisco Ribeiro, Henrique Santana (dialogue), Henrique Santana (screenplay), Vasco Santana (dialogue), Vasco Santana (screenplay)",1954,tt0046873,7.6,63,
Star,"Tinatin Dalakishvili, Severija Janusauskaite, Pavel Tabakov, Andrey Smolyakov",6 wins & 12 nominations.,N/A,Russia,N/A,Anna Melikyan,"Comedy, Drama",Russian,N/A,"Three different persons, three different lives are connected in a mysterious way. 15-year old teenager suffering of misunderstanding, his glamorous and arrogant stepmother and the young ...",https://images-na.ssl-images-amazon.com/images/M/MV5BNGY0YTdlNzctYTg5Ni00ZGI2LTg1MDEtYzg2ODFkYjY3ZDBhXkEyXkFqcGdeQXVyNjUwNDc3MjM@._V1_SX300.jpg,N/A,N/A,"{'Source': 'Internet Movie Database', 'Value': '7.1/10'}",04 Dec 2014,True,128 min,movie,N/A,"Anna Melikyan, Andrey Migachev",2014,tt3924450,7.1,656,
The Quiet Hour,"Dakota Blue Richards, Karl Davies, Brigitte Millar, Jack McMullen",2 wins & 5 nominations.,N/A,"UK, Ireland",N/A,Stéphanie Joalland,"Drama, Sci-Fi, Thriller",English,N/A,"In the aftermath of an alien invasion, a feisty teenage girl sets out to protect her farm from human scavengers who will stop at nothing in order to survive in a post-apocalyptic world.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyMzM2MDc4NF5BMl5BanBnXkFtZTgwMjUxNzA2MjE@._V1_SX300.jpg,N/A,N/A,"{'Source': 'Internet Movie Database', 'Value': '4.6/10'}",21 Mar 2017,True,85 min,movie,N/A,Stéphanie Joalland,2014,tt2645188,4.6,808,
Everything Before Us,"Aaron Yoo, Brittany Ishibashi, Brandon Soo Hoo, Victoria Park",1 win & 1 nomination.,N/A,USA,N/A,"Wesley Chan, Philip Wang","Drama, Romance",English,N/A,The Department of Emotional Integrity (DEI) documents all relationship activity. A 'relationship score' is given to keep people accountable for their choices. The score is public for all to...,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ2OTA2MjA3Nl5BMl5BanBnXkFtZTgwMDc2NjIwODE@._V1_SX300.jpg,Wong Fu Productions,UNRATED,"{'Source': 'Internet Movie Database', 'Value': '7.2/10'}",03 Jun 2015,True,99 min,movie,N/A,"Wesley Chan, Chris Dinh, Philip Wang",2015,tt4401704,7.2,848,
Idealisten,"Peter Plaugborg, Søren Malling, Arly Jover, Thomas Bo Larsen",4 wins & 14 nominations.,N/A,"Denmark, USA",N/A,Christina Rosendahl,Thriller,"Danish, English, Spanish, Greenlandic",N/A,A whistleblower attempts to reveal the secret behind a nuclear disaster that occurred during the height of the Cold War.,https://images-na.ssl-images-amazon.com/images/M/MV5BOTI1MjIwMDE2Nl5BMl5BanBnXkFtZTgwOTAyNjQxNDE@._V1_SX300.jpg,N/A,N/A,"{'Source': 'Internet Movie Database', 'Value': '7.0/10'}",09 Apr 2015,True,114 min,movie,N/A,"Lars Kristian Andersen, Simon Pasternak, Christina Rosendahl, Birgitte Stærmose",2015,tt3170900,7.0,"1,025",
"You're a Good Sport, Charlie Brown","Duncan Watson, Melanie Kohn, Stuart Brotman, Jimmy Ahrens",N/A,N/A,USA,27 Jan 2009,Phil Roman,"Animation, Comedy, Family",English,N/A,"Charlie Brown, Snoopy and Peppermint Patty compete in a motocross race.",https://images-na.ssl-images-amazon.com/images/M/MV5BNDQyMDgzODU2NV5BMl5BanBnXkFtZTcwMDQ1NjcxMQ@@._V1_SX300.jpg,Warner Home Video,N/A,"{'Source': 'Internet Movie Database', 'Value': '7.4/10'}",28 Oct 1975,True,24 min,movie,N/A,"Charles M. Schulz, Charles M. Schulz (creator)",1975,tt0073922,7.4,337,
The 11th Hour,"Kim Basinger, Jordan Prentice, Sebastian Schipper, Peter Stormare",2 nominations.,N/A,"Germany, Denmark",N/A,Anders Morgenthaler,"Drama, Thriller",English,32,Successful businesswoman Maria has achieved everything except what she wants the most - a baby of her own. She decides to deal with the matter by herself and embarks on a desperate and dangerous journey in order to make her dream come true.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc5Mzg2NzU3MV5BMl5BanBnXkFtZTgwOTMwNDQ3NTE@._V1_SX300.jpg,Brainstorm Media,NOT RATED,"{'Source': 'Internet Movie Database', 'Value': '5.1/10'}",12 Jun 2015,True,97 min,movie,http://www.brainmedia.net/films/11th-hour-the,Anders Morgenthaler,2014,tt3004746,5.1,"1,198",
